観測所番号,都道府県,地点,国際地点番号,観測時刻(年),観測時刻(月),観測時刻(日),観測時刻(時),観測時刻(分),13日の最高気温(℃),13日の最高気温の品質情報,13日の最高気温起時（時）,13日の最高気温起時（分）,13日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（12日まで）,今年の最高気温（12日まで）の品質情報,今年の最高気温（12日まで）を観測した起日（年）,今年の最高気温（12日まで）を観測した起日（月）,今年の最高気温（12日まで）を観測した起日（日）,12日までの観測史上1位の値（℃）,12日までの観測史上1位の値の品質情報,12日までの観測史上1位の値を観測した起日（年）,12日までの観測史上1位の値を観測した起日（月）,12日までの観測史上1位の値を観測した起日（日）,12日までの6月の1位の値,12日までの6月の1位の値の品質情報,12日までの6月の1位の値の起日（年）,12日までの6月の1位の値の起日（月）,12日までの6月の1位の値の起日（日）,統計開始年,date
11001,北海道宗谷地方,宗谷岬（ソウヤミサキ）,,2024,6,13,,,12.3,8,13,38,8,-2.6,-6.9,5.0,2.0,,,0,24.1,4,2024,6,8,31.9,8,2000,8,1,26.4,8,2005,6,22.0,1978.0,2024-06-13
11016,北海道宗谷地方,稚内（ワッカナイ）,47401.0,2024,6,13,,,14.4,8,11,11,8,-1.4,-4.1,5.0,3.0,,,0,23.9,4,2024,6,9,32.7,8,2021,7,29,26.8,8,1977,6,30.0,1938.0,2024-06-13
11046,北海道宗谷地方,礼文（レブン）,,2024,6,13,,,15.1,8,7,50,8,-0.5,-0.8,6.0,1.0,,,0,20.3,4,2024,6,9,30.5,8,2022,7,31,24.6,8,2010,6,29.0,2003.0,2024-06-13
11061,北海道宗谷地方,声問（コエトイ）,,2024,6,13,,,15.2,8,11,32,8,-2.3,-4.5,5.0,3.0,,,0,26.1,4,2024,6,9,33.3,8,2021,7,29,27.9,8,2023,6,22.0,2003.0,2024-06-13
11076,北海道宗谷地方,浜鬼志別（ハマオニシベツ）,,2024,6,13,,,15.7,8,0,6,8,0.8,-6.2,6.0,3.0,,,0,25.4,4,2024,6,8,32.7,8,2000,7,31,28.3,8,2021,6,11.0,1978.0,2024-06-13
11091,北海道宗谷地方,本泊（モトドマリ）,,2024,6,13,,,14.7,8,13,20,8,-2.4,-4.8,5.0,3.0,,,0,23.8,4,2024,6,9,31.8,8,2021,8,7,26.1,8,2014,6,3.0,2003.0,2024-06-13
11121,北海道宗谷地方,沼川（ヌマカワ）,,2024,6,13,,,14.9,8,11,30,8,-2.7,-4.6,5.0,3.0,,,0,25.5,4,2024,6,9,32.4,8,2021,7,29,29.2,8,2010,6,29.0,1977.0,2024-06-13
11151,北海道宗谷地方,沓形（クツガタ）,,2024,6,13,,,18.5,8,15,47,8,1.6,0.7,6.0,3.0,,,0,23.8,4,2024,5,16,32.5,8,1989,8,7,28.6,8,1988,6,30.0,1977.0,2024-06-13
11176,北海道宗谷地方,豊富（トヨトミ）,,2024,6,13,,,16.1,8,11,20,8,-2.1,-2.8,5.0,3.0,,,0,24.2,4,2024,6,9,33.1,8,2000,8,1,29.3,8,2010,6,29.0,1977.0,2024-06-13
11206,北海道宗谷地方,浜頓別（ハマトンベツ）,,2024,6,13,,,16.7,8,0,38,8,0.0,-6.0,6.0,2.0,,,0,27.0,4,2024,6,9,33.6,4,1989,7,27,30.6,8,2014,6,3.0,1977.0,2024-06-13
11276,北海道宗谷地方,中頓別（ナカトンベツ）,,2024,6,13,,,16.8,8,0,51,8,-2.6,-7.3,5.0,3.0,,,0,27.4,4,2024,6,8,35.8,8,2021,8,7,33.1,8,2012,6,30.0,1977.0,2024-06-13
11291,北海道宗谷地方,北見枝幸（キタミエサシ）,47402.0,2024,6,13,,,17.7,8,1,48,8,2.0,-3.6,6.0,3.0,,,0,26.6,4,2024,6,8,35.0,8,2000,7,31,32.6,8,2014,6,3.0,1942.0,2024-06-13
11316,北海道宗谷地方,歌登（ウタノボリ）,,2024,6,13,,,17.9,8,0,54,8,-1.1,-7.2,5.0,3.0,,,0,28.8,4,2024,6,8,35.4,8,1989,7,26,32.2,8,2014,6,3.0,1977.0,2024-06-13
12011,北海道上川地方,中川（ナカガワ）,,2024,6,13,,,16.8,8,1,2,8,-3.1,-7.3,5.0,2.0,,,0,27.6,4,2024,6,9,36.2,8,2021,7,28,32.4,8,2012,6,30.0,1977.0,2024-06-13
12041,北海道上川地方,音威子府（オトイネップ）,,2024,6,13,,,18.1,8,1,6,8,-2.5,-7.3,5.0,3.0,,,0,27.5,4,2024,6,8,36.6,8,2021,7,28,33.6,8,2012,6,30.0,1977.0,2024-06-13
12141,北海道上川地方,美深（ビフカ）,,2024,6,13,,,19.1,8,2,58,8,-2.8,-7.4,5.0,3.0,,,0,27.8,4,2024,6,8,36.6,8,2021,7,28,34.0,8,2014,6,4.0,1977.0,2024-06-13
12181,北海道上川地方,名寄（ナヨロ）,,2024,6,13,,,20.7,8,8,45,8,-1.4,-6.4,6.0,1.0,,,0,28.0,4,2024,6,8,36.4,8,2021,7,28,35.4,8,2014,6,4.0,1976.0,2024-06-13
12231,北海道上川地方,下川（シモカワ）,,2024,6,13,,,21.2,8,9,20,8,0.0,-5.2,6.0,2.0,,,0,27.6,4,2024,6,8,37.3,8,2021,7,28,34.0,8,2014,6,4.0,1977.0,2024-06-13
12261,北海道上川地方,士別（シベツ）,,2024,6,13,,,22.4,8,8,0,8,0.6,-4.5,6.0,2.0,,,0,27.4,4,2024,6,8,37.0,8,2021,8,7,36.3,8,2014,6,4.0,1977.0,2024-06-13
12266,北海道上川地方,朝日（アサヒ）,,2024,6,13,,,22.6,8,14,51,8,0.7,-4.5,6.0,2.0,,,0,28.3,4,2024,6,8,37.2,8,2021,8,7,36.4,8,2014,6,4.0,1977.0,2024-06-13
12301,北海道上川地方,和寒（ワッサム）,,2024,6,13,,,22.4,8,10,48,8,0.2,-6.1,6.0,2.0,,,0,28.5,4,2024,6,12,36.8,8,2021,8,7,36.6,8,2014,6,4.0,1977.0,2024-06-13
12386,北海道上川地方,江丹別（エタンベツ）,,2024,6,13,,,23.6,8,15,42,8,1.8,-4.2,6.0,3.0,,,0,27.9,4,2024,6,8,38.4,8,2021,7,31,36.1,8,2014,6,4.0,1977.0,2024-06-13
12396,北海道上川地方,比布（ピップ）,,2024,6,13,,,23.0,8,14,57,8,0.5,-4.4,6.0,2.0,,,0,27.9,4,2024,6,8,36.9,8,2021,8,7,35.9,8,2014,6,4.0,1977.0,2024-06-13
12411,北海道上川地方,上川（カミカワ）,,2024,6,13,,,22.1,8,9,29,8,1.2,-4.3,6.0,3.0,,,0,26.7,4,2024,6,8,35.1,8,2021,8,7,33.7,8,2014,6,4.0,1977.0,2024-06-13
12442,北海道上川地方,旭川（アサヒカワ）,47407.0,2024,6,13,,,23.3,8,15,47,8,0.8,-5.2,6.0,2.0,,,0,29.1,4,2024,6,8,37.9,8,2021,8,7,35.9,8,2014,6,4.0,1888.0,2024-06-13
12451,北海道上川地方,東川（ヒガシカワ）,,2024,6,13,,,23.8,8,15,23,8,1.7,-5.2,6.0,3.0,,,0,29.0,4,2024,6,12,37.0,8,2021,8,6,36.1,8,2014,6,4.0,1977.0,2024-06-13
12501,北海道上川地方,東神楽（ヒガシカグラ）,,2024,6,13,,,23.4,8,14,20,8,1.4,-4.9,6.0,3.0,,,0,28.3,4,2024,6,12,36.1,8,2021,8,7,35.4,8,2014,6,4.0,2003.0,2024-06-13
12512,北海道上川地方,志比内（シビナイ）,,2024,6,13,,,23.8,8,14,11,8,2.6,-4.0,7.0,1.0,,,0,27.8,4,2024,6,12,35.3,8,2021,8,7,34.8,8,2014,6,4.0,1993.0,2024-06-13
12551,北海道上川地方,美瑛（ビエイ）,,2024,6,13,,,24.5,8,15,24,8,2.5,-3.8,7.0,1.0,,,0,28.3,4,2024,6,12,37.1,8,2021,8,7,36.0,8,2014,6,4.0,1977.0,2024-06-13
12596,北海道上川地方,上富良野（カミフラノ）,,2024,6,13,,,26.4,8,15,42,8,3.9,-3.8,7.0,2.0,,,0,30.2,4,2024,6,12,37.5,8,2021,8,7,36.8,8,2014,6,4.0,1977.0,2024-06-13
12626,北海道上川地方,富良野（フラノ）,,2024,6,13,,,26.4,8,14,13,8,3.9,-4.0,7.0,2.0,,,0,30.4,4,2024,6,12,38.5,8,2021,8,7,36.3,8,2014,6,4.0,1976.0,2024-06-13
12632,北海道上川地方,麓郷（ロクゴウ）,,2024,6,13,,,26.0,8,14,10,8,4.6,-2.7,7.0,3.0,,,0,28.7,4,2024,6,12,37.4,8,2021,8,7,34.7,8,2014,6,4.0,1978.0,2024-06-13
12691,北海道上川地方,幾寅（イクトラ）,,2024,6,13,,,26.2,8,11,20,8,6.0,-1.7,88.0,0.0,,,0,27.9,4,2024,6,12,34.9,8,2023,8,24,33.5,8,2014,6,3.0,1977.0,2024-06-13
12746,北海道上川地方,占冠（シムカップ）,,2024,6,13,,,27.5,8,14,51,8,6.8,1.9,88.0,0.0,,,1,26.3,4,2024,6,8,34.6,8,2021,7,19,33.6,8,2014,6,3.0,1977.0,2024-06-13
15041,北海道上川地方,朱鞠内（シュマリナイ）,,2024,6,13,,,21.3,8,14,12,8,0.9,-4.4,6.0,3.0,,,0,26.6,4,2024,6,8,34.9,8,2021,7,28,34.3,8,2014,6,4.0,1978.0,2024-06-13
15076,北海道上川地方,幌加内（ホロカナイ）,,2024,6,13,,,22.8,8,14,51,8,1.3,-4.7,6.0,3.0,,,0,27.5,4,2024,6,12,37.3,8,2021,7,28,36.0,8,2014,6,4.0,1977.0,2024-06-13
13061,北海道留萌地方,天塩（テシオ）,,2024,6,13,,,17.1,8,15,0,8,-1.0,-3.4,6.0,1.0,,,0,24.4,4,2024,6,9,33.8,4,2021,7,27,30.0,8,2010,6,28.0,1977.0,2024-06-13
13086,北海道留萌地方,遠別（エンベツ）,,2024,6,13,,,17.8,8,15,43,8,-1.5,-3.7,6.0,1.0,,,0,25.9,4,2024,6,9,34.2,8,1979,8,18,32.6,8,2010,6,28.0,1977.0,2024-06-13
13121,北海道留萌地方,初山別（ショサンベツ）,,2024,6,13,,,19.4,8,13,40,8,0.7,-3.9,6.0,2.0,,,0,26.7,4,2024,6,9,33.8,8,2021,8,1,32.8,8,2010,6,28.0,1977.0,2024-06-13
13146,北海道留萌地方,焼尻（ヤギシリ）,,2024,6,13,,,17.6,8,16,3,8,0.3,-3.0,6.0,2.0,,,0,21.4,4,2024,6,9,32.4,8,2023,8,24,26.1,8,2010,6,30.0,1977.0,2024-06-13
13181,北海道留萌地方,羽幌（ハボロ）,47404.0,2024,6,13,,,18.8,8,16,27,8,-0.2,-5.0,6.0,2.0,,,0,26.3,4,2024,6,9,34.4,8,2021,8,1,30.9,8,1948,6,30.0,1921.0,2024-06-13
13261,北海道留萌地方,達布（タップ）,,2024,6,13,,,21.8,8,16,12,8,0.2,-5.9,6.0,2.0,,,0,27.7,4,2024,6,12,38.7,8,2021,8,7,34.3,8,2014,6,4.0,1977.0,2024-06-13
13277,北海道留萌地方,留萌（ルモイ）,47406.0,2024,6,13,,,18.5,8,7,41,8,-0.4,-6.9,6.0,1.0,,,0,25.4,4,2024,6,12,35.6,8,2021,8,1,32.0,8,2014,6,5.0,1943.0,2024-06-13
13311,北海道留萌地方,増毛（マシケ）,,2024,6,13,,,19.1,8,7,42,8,0.4,-5.6,6.0,2.0,,,0,24.9,4,2024,6,9,34.2,8,2021,8,1,30.5,8,2022,6,25.0,1978.0,2024-06-13
13321,北海道留萌地方,幌糠（ホロヌカ）,,2024,6,13,,,20.9,8,15,33,8,-0.1,-6.5,6.0,2.0,,,0,27.7,4,2024,6,8,35.9,8,2021,8,7,34.2,8,2014,6,4.0,1977.0,2024-06-13
14026,北海道石狩地方,浜益（ハママス）,,2024,6,13,,,21.4,8,13,35,8,1.5,-6.2,6.0,3.0,,,0,27.6,4,2024,6,12,34.6,8,1989,8,7,31.5,8,2012,6,30.0,1977.0,2024-06-13
14071,北海道石狩地方,厚田（アツタ）,,2024,6,13,,,22.7,8,14,26,8,2.3,-6.1,6.0,3.0,,,0,28.8,4,2024,6,12,36.1,8,2021,7,28,31.3,8,2014,6,4.0,1977.0,2024-06-13
14101,北海道石狩地方,新篠津（シンシノツ）,,2024,6,13,,,25.4,8,14,48,8,4.8,0.1,7.0,3.0,,,0,25.6,4,2024,4,15,35.5,8,2023,8,25,32.2,8,2014,6,3.0,1978.0,2024-06-13
14116,北海道石狩地方,山口（ヤマグチ）,,2024,6,13,,,21.7,8,6,52,8,0.6,-7.8,6.0,2.0,,,0,29.5,4,2024,6,12,37.1,8,2021,7,28,33.3,8,2014,6,4.0,1977.0,2024-06-13
14121,北海道石狩地方,石狩（イシカリ）,,2024,6,13,,,22.0,8,13,24,8,1.7,-5.5,6.0,3.0,,,0,27.5,4,2024,6,12,35.4,8,2021,7,28,32.4,8,2014,6,4.0,1990.0,2024-06-13
14136,北海道石狩地方,江別（エベツ）,,2024,6,13,,,24.3,8,14,12,8,4.0,-0.4,7.0,2.0,,,0,25.7,4,2024,4,15,35.6,8,2021,7,31,31.7,8,2014,6,3.0,2000.0,2024-06-13
14163,北海道石狩地方,札幌（サッポロ）,47412.0,2024,6,13,,,23.4,8,14,19,8,2.1,-5.0,6.0,3.0,,,0,28.4,4,2024,6,12,36.3,8,2023,8,23,33.7,8,2014,6,4.0,1876.0,2024-06-13
14206,北海道石狩地方,恵庭島松（エニワシママツ）,,2024,6,13,,,25.7,8,13,32,8,5.9,1.2,88.0,0.0,,,1,25.5,4,2024,6,11,34.3,8,1999,8,8,31.1,8,2014,6,3.0,1977.0,2024-06-13
14286,北海道石狩地方,支笏湖畔（シコツコハン）,,2024,6,13,,,25.2,8,14,21,8,7.0,1.7,88.0,0.0,,,1,23.8,4,2024,4,15,31.9,8,2007,8,14,30.0,8,2010,6,26.0,1977.0,2024-06-13
14296,北海道石狩地方,千歳（チトセ）,,2024,6,13,,,26.3,8,14,14,8,6.9,3.4,88.0,0.0,,,1,24.0,4,2024,5,19,34.2,8,2011,8,11,31.4,8,2010,6,26.0,2003.0,2024-06-13
15116,北海道空知地方,石狩沼田（イシカリヌマタ）,,2024,6,13,,,23.7,8,14,56,8,1.9,-5.2,6.0,3.0,,,0,28.9,4,2024,6,12,36.9,8,2021,8,7,35.3,8,2014,6,4.0,1976.0,2024-06-13
15156,北海道空知地方,秩父別（チップベツ）,,2024,6,13,,,23.2,8,8,39,8,,-4.4,,,,,0,27.6,4,2024,6,12,35.1,8,2023,8,24,29.8,8,2023,6,27.0,2022.0,2024-06-13
15161,北海道空知地方,深川（フカガワ）,,2024,6,13,,,23.0,8,15,23,8,1.5,-3.5,6.0,3.0,,,0,26.5,4,2024,6,12,36.1,8,2021,8,6,33.6,8,2014,6,4.0,1977.0,2024-06-13
15231,北海道空知地方,空知吉野（ソラチヨシノ）,,2024,6,13,,,24.2,8,15,9,8,2.6,-2.7,7.0,1.0,,,0,26.9,4,2024,6,12,36.8,8,2021,8,7,34.3,8,2014,6,4.0,1978.0,2024-06-13
15241,北海道空知地方,滝川（タキカワ）,,2024,6,13,,,23.5,8,15,25,8,1.9,-3.2,6.0,3.0,,,0,27.4,4,2024,6,8,36.0,8,2021,7,28,34.1,8,2014,6,4.0,1976.0,2024-06-13
15251,北海道空知地方,芦別（アシベツ）,,2024,6,13,,,24.3,8,13,56,8,1.7,-3.8,6.0,3.0,,,0,28.6,4,2024,6,8,37.2,8,2021,7,31,35.7,8,2014,6,4.0,1978.0,2024-06-13
15311,北海道空知地方,月形（ツキガタ）,,2024,6,13,,,25.7,8,14,15,8,5.0,-1.1,7.0,3.0,,,0,26.8,4,2024,6,12,36.3,8,2021,7,31,33.6,8,2014,6,3.0,1977.0,2024-06-13
15321,北海道空知地方,美唄（ビバイ）,,2024,6,13,,,24.6,8,14,34,8,3.0,-2.4,7.0,1.0,,,0,27.4,4,2024,6,8,35.6,8,2021,8,6,33.2,8,2014,6,3.0,1977.0,2024-06-13
15356,北海道空知地方,岩見沢（イワミザワ）,47413.0,2024,6,13,,,25.3,8,13,10,8,4.0,-1.0,7.0,2.0,,,0,26.4,4,2024,6,8,35.7,8,2023,8,25,33.6,8,2014,6,4.0,1946.0,2024-06-13
15431,北海道空知地方,長沼（ナガヌマ）,,2024,6,13,,,25.5,8,13,13,8,5.3,0.3,7.0,3.0,,,1,25.4,4,2024,4,15,35.2,8,2023,8,24,31.4,8,2014,6,3.0,1977.0,2024-06-13
15442,北海道空知地方,夕張（ユウバリ）,,2024,6,13,,,26.2,8,14,43,8,5.9,0.8,88.0,0.0,,,1,26.2,4,2024,6,8,35.0,8,2021,7,28,31.6,8,2014,6,3.0,1976.0,2024-06-13
16026,北海道後志地方,美国（ビクニ）,,2024,6,13,,,19.4,8,10,13,8,-0.6,-9.4,6.0,1.0,,,0,28.8,4,2024,6,12,35.2,8,2023,8,31,31.3,8,2014,6,4.0,1977.0,2024-06-13
16061,北海道後志地方,神恵内（カモエナイ）,,2024,6,13,,,22.4,8,15,8,8,3.0,-3.7,7.0,1.0,,,0,26.1,4,2024,6,12,33.5,8,2021,7,28,29.1,8,2021,6,11.0,1977.0,2024-06-13
16076,北海道後志地方,余市（ヨイチ）,,2024,6,13,,,19.5,8,10,37,8,-1.4,-8.7,5.0,3.0,,,0,28.2,4,2024,6,12,34.9,8,1984,8,16,33.5,8,2014,6,5.0,1977.0,2024-06-13
16091,北海道後志地方,小樽（オタル）,47411.0,2024,6,13,,,20.4,8,9,25,8,0.3,-6.3,6.0,2.0,,,0,27.3,4,2024,4,27,36.2,8,2021,7,28,31.9,8,2021,6,11.0,1943.0,2024-06-13
16156,北海道後志地方,共和（キョウワ）,,2024,6,13,,,23.2,8,12,50,8,3.0,-6.3,7.0,1.0,,,0,29.5,4,2024,6,12,35.0,8,2023,8,10,32.5,8,2012,6,30.0,1977.0,2024-06-13
16206,北海道後志地方,蘭越（ランコシ）,,2024,6,13,,,24.1,8,12,5,8,3.2,-3.8,7.0,2.0,,,0,27.9,4,2024,6,12,35.4,8,2023,8,23,32.7,8,2014,6,4.0,1977.0,2024-06-13
16217,北海道後志地方,倶知安（クッチャン）,47433.0,2024,6,13,,,24.4,8,13,6,8,3.9,-2.7,7.0,2.0,,,0,27.1,4,2024,6,12,34.6,8,2023,8,23,32.5,8,2014,6,4.0,1944.0,2024-06-13
16252,北海道後志地方,寿都（スッツ）,47421.0,2024,6,13,,,19.7,8,13,56,8,0.8,-6.6,6.0,2.0,,,0,26.3,4,2024,6,12,34.0,8,1904,8,20,31.3,8,2014,6,4.0,1884.0,2024-06-13
16281,北海道後志地方,真狩（マッカリ）,,2024,6,13,,,25.0,8,13,17,8,6.2,0.6,88.0,0.0,,,1,24.4,4,2024,6,12,32.3,8,2021,7,27,32.0,8,2014,6,3.0,1978.0,2024-06-13
16286,北海道後志地方,喜茂別（キモベツ）,,2024,6,13,,,27.0,8,14,34,8,6.7,1.8,88.0,0.0,,,1,25.7,4,2024,6,8,34.5,8,2023,8,25,33.3,8,2014,6,4.0,1977.0,2024-06-13
16321,北海道後志地方,黒松内（クロマツナイ）,,2024,6,13,,,24.2,8,11,36,8,4.8,,7.0,3.0,,,0,25.2,4,2024,6,12,34.5,8,2021,7,18,31.0,8,2014,6,3.0,1977.0,2024-06-13
17036,北海道網走・北見・紋別地方,雄武（オウム）,47405.0,2024,6,13,,,20.6,8,4,2,8,4.6,-1.3,7.0,3.0,,,0,26.8,4,2024,5,12,35.3,8,2023,8,17,35.1,8,2014,6,3.0,1942.0,2024-06-13
17076,北海道網走・北見・紋別地方,興部（オコッペ）,,2024,6,13,,,15.0,8,3,6,8,-2.1,-9.5,5.0,3.0,,,0,27.9,4,2024,5,12,34.3,8,1999,8,9,33.4,8,2014,6,3.0,1977.0,2024-06-13
17091,北海道網走・北見・紋別地方,西興部（ニシオコッペ）,,2024,6,13,,,19.4,8,6,58,8,-0.6,-7.6,6.0,1.0,,,0,27.9,4,2024,6,8,36.4,8,1978,8,3,33.7,8,2014,6,4.0,1977.0,2024-06-13
17112,北海道網走・北見・紋別地方,紋別（モンベツ）,47435.0,2024,6,13,,,17.6,8,0,3,8,1.0,-5.1,6.0,3.0,,,0,27.8,4,2024,5,12,37.0,8,2019,5,26,32.7,8,2010,6,26.0,1956.0,2024-06-13
17116,北海道網走・北見・紋別地方,紋別小向（モンベツコムカイ）,,2024,6,13,,,15.1,8,1,27,8,-2.0,-6.8,5.0,3.0,,,0,27.5,4,2024,6,9,37.2,8,2019,5,26,35.2,8,2014,6,3.0,2003.0,2024-06-13
17166,北海道網走・北見・紋別地方,湧別（ユウベツ）,,2024,6,13,,,15.6,8,4,41,8,-2.3,-8.7,5.0,2.0,,,0,28.4,4,2024,6,9,38.5,8,2019,5,26,33.8,8,2010,6,26.0,1977.0,2024-06-13
17196,北海道網走・北見・紋別地方,滝上（タキノウエ）,,2024,6,13,,,21.1,8,6,25,8,0.1,-5.0,6.0,2.0,,,0,29.2,4,2024,6,8,37.7,8,1978,8,3,34.8,8,2014,6,4.0,1977.0,2024-06-13
17246,北海道網走・北見・紋別地方,常呂（トコロ）,,2024,6,13,,,17.2,8,0,1,8,-1.3,-9.0,5.0,3.0,,,0,29.6,4,2024,6,8,36.9,8,1994,8,7,32.7,8,2005,6,23.0,1977.0,2024-06-13
17306,北海道網走・北見・紋別地方,遠軽（エンガル）,,2024,6,13,,,16.4,8,0,14,8,-4.1,-10.7,5.0,2.0,,,0,28.2,4,2024,6,8,37.7,8,2019,5,26,36.9,8,2014,6,3.0,1977.0,2024-06-13
